sarima_prediction
2287.1340503757374
1758.3842328076921
1829.0556275848076
2060.782173978106
2349.1136476157762
2467.8098365940095
2673.343107021327
2450.6615448587927
2092.776866030127
2261.718136679223
2495.4426618743805
2705.694357913105
2711.729042240187
2820.8767670581146
2553.3188998114324
2210.522419105124
2437.693934989177
2741.924551708787
3004.8134642651576
3028.0016142711647
3118.4439606261026
2810.216641165974
2424.866948520478
2624.795583301211
2925.113824224899
3204.750161566015
3254.975548827443
3370.1754514107056
