日付,入院治療を要する者,死亡者数,実効再生産数,国立感染症研究所,検疫所,地方衛生研究所・保健所,民間検査会社,大学等,医療機関,PCR 検査実施件数(単日),testedPositive,peopleTested,hospitalized,discharged,effectiveReproductionNumber,退院、療養解除となった者,重症者数,PCR 検査陽性者数(単日)
2020/11/9,8702.0,1828.0,1.25,0.0,0.0,2299.0,17367.0,3420.0,7828.0,25476.0,107763.0,2616695.0,8663.0,97055.0,67.39,97114.0,208.0,772
2020/11/10,9048.0,1840.0,1.26,18.0,7.0,4014.0,19121.0,2693.0,6649.0,25179.0,108935.0,2643184.0,9004.0,97929.0,74.41000000000001,97932.0,204.0,1278
2020/11/11,9676.0,1850.0,1.4,71.0,0.0,4000.0,19636.0,2829.0,6779.0,33681.0,110521.0,2677246.0,9631.0,98787.0,74.82000000000001,98819.0,226.0,1535
2020/11/12,10243.0,1866.0,1.42,0.0,0.0,4410.0,18713.0,2672.0,6458.0,29912.0,112132.0,2709073.0,10205.0,99793.0,71.99999999999999,99824.0,231.0,1623
2020/11/13,10923.0,1879.0,1.42,0.0,0.0,4680.0,19595.0,2290.0,5822.0,24038.0,113799.0,2734200.0,10864.0,100770.0,76.82999999999996,100789.0,234.0,1704
2020/11/14,11759.0,1882.0,1.39,0.0,0.0,4608.0,18563.0,684.0,2693.0,16651.0,115482.0,2752047.0,11710.0,101636.0,77.15,101632.0,243.0,1723
2020/11/15,12358.0,1884.0,1.38,0.0,0.0,2919.0,4994.0,889.0,2791.0,9127.0,116909.0,2763662.0,12271.0,102446.0,77.55000000000001,102454.0,251.0,1423
2020/11/16,12564.0,1902.0,1.36,0.0,0.0,3810.0,18465.0,3506.0,10189.0,30109.0,118036.0,2789335.0,12436.0,103411.0,71.36,103406.0,272.0,948
2020/11/17,12978.0,1912.0,1.34,0.0,0.0,5343.0,24457.0,3028.0,8290.0,27634.0,119591.0,2820363.0,12864.0,104576.0,75.60999999999996,104464.0,276.0,1686
2020/11/18,13833.0,1921.0,1.28,28.0,0.0,5115.0,24925.0,3141.0,7608.0,34630.0,121755.0,2856089.0,13691.0,105790.0,79.72,105701.0,280.0,2179
2020/11/19,14708.0,1942.0,1.27,20.0,0.0,5432.0,24714.0,3091.0,7723.0,37810.0,124102.0,2892889.0,14527.0,107310.0,75.06,107148.0,291.0,2383
2020/11/20,15627.0,1962.0,1.27,41.0,0.0,5079.0,28613.0,2200.0,7112.0,41770.0,126525.0,2936491.0,15457.0,108716.0,85.57,108608.0,313.0,2418
2020/11/21,16822.0,1973.0,1.28,0.0,4.0,4767.0,24183.0,706.0,3817.0,24924.0,128969.0,2962225.0,16679.0,109992.0,88.69999999999999,109870.0,323.0,2508
2020/11/22,17878.0,1980.0,1.28,0.0,0.0,3345.0,7409.0,292.0,1799.0,20389.0,131130.0,2985719.0,17651.0,111110.0,93.33,110970.0,331.0,2150
2020/11/23,18392.0,1988.0,1.3,0.0,0.0,4105.0,6011.0,1110.0,4381.0,9560.0,132593.0,2997447.0,18141.0,112036.0,86.27999999999999,112012.0,345.0,1513
2020/11/24,18426.0,2000.0,1.24,0.0,0.0,4434.0,19997.0,3819.0,10851.0,43773.0,134075.0,3035579.0,18129.0,113494.0,76.28999999999998,113394.0,376.0,1217
2020/11/25,18565.0,2021.0,1.17,0.0,0.0,6150.0,30118.0,3293.0,8548.0,41052.0,135908.0,3079150.0,18327.0,115221.0,61.60000000000002,115032.0,410.0,1930
2020/11/26,19105.0,2050.0,1.13,0.0,0.0,6102.0,29786.0,2972.0,8219.0,42634.0,138289.0,3122639.0,18849.0,117060.0,57.48000000000001,116778.0,435.0,2499
2020/11/27,19508.0,2073.0,1.09,0.0,0.0,6348.0,26662.0,2205.0,6921.0,43351.0,140762.0,3165196.0,19190.0,119047.0,56.059999999999995,118898.0,440.0,2510
2020/11/28,20992.0,2105.0,1.05,0.0,0.0,4891.0,23960.0,945.0,3284.0,22307.0,143372.0,3188200.0,20660.0,120664.0,57.070000000000014,120530.0,462.0,2674
